"Growth","SeaIce","age","Individual","year","SeaIce.s","Site","Latitude","Longitude"
50,83.8233250620348,97,"warm_P17_00m",2004,2.7402742348504,"Site14",81.533333,-51.283333
40,85.2820512820513,98,"warm_P17_00m",2005,2.79927716291302,"Site14",81.533333,-51.283333
40,85.0501240694789,99,"warm_P17_00m",2006,2.78989611220495,"Site14",81.533333,-51.283333
10,84.001323407775,100,"warm_P17_00m",2007,2.74747395707714,"Site14",81.533333,-51.283333
90,81.0812241521919,101,"warm_P17_00m",2008,2.62936104188533,"Site14",81.533333,-51.283333
60,80.2967741935484,102,"warm_P17_00m",2009,2.59763141103106,"Site14",81.533333,-51.283333
60,80.1442514474773,103,"warm_P17_00m",2010,2.59146213232005,"Site14",81.533333,-51.283333
50,80.9366418527709,104,"warm_P17_00m",2011,2.62351294037402,"Site14",81.533333,-51.283333
40,80.5545078577336,105,"warm_P17_00m",2012,2.60805628763818,"Site14",81.533333,-51.283333
110,81.2449958643507,106,"warm_P17_00m",2013,2.63598532162926,"Site14",81.533333,-51.283333
120,83.3025641025641,107,"warm_P17_00m",2014,2.71921036350303,"Site14",81.533333,-51.283333
90,84.0813895781637,108,"warm_P17_00m",2015,2.75071249384084,"Site14",81.533333,-51.283333
120,86.1453287197232,22,"warm_P18_00m",1983,2.83419522762873,"Site14",81.533333,-51.283333
70,81.5718569780853,23,"warm_P18_00m",1984,2.64920628284564,"Site14",81.533333,-51.283333
20,76.153171856978,24,"warm_P18_00m",1985,2.43002993295384,"Site14",81.533333,-51.283333
20,74.0996539792387,25,"warm_P18_00m",1986,2.34696872108765,"Site14",81.533333,-51.283333
30,78.3667820069204,26,"warm_P18_00m",1987,2.51956659764357,"Site14",81.533333,-51.283333
70,85.546751154118,27,"warm_P18_00m",1988,2.80998381046307,"Site14",81.533333,-51.283333
30,87.3737842765189,28,"warm_P18_00m",1989,2.88388410951153,"Site14",81.533333,-51.283333
30,85.3859387923903,29,"warm_P18_00m",1990,2.80347923127584,"Site14",81.533333,-51.283333
70,82.4367245657568,30,"warm_P18_00m",1991,2.68418866635178,"Site14",81.533333,-51.283333
60,82.7963606286187,31,"warm_P18_00m",1992,2.69873531702178,"Site14",81.533333,-51.283333
90,85.536476426799,32,"warm_P18_00m",1993,2.80956821568693,"Site14",81.533333,-51.283333
110,87.0474772539288,33,"warm_P18_00m",1994,2.87068556031428,"Site14",81.533333,-51.283333
70,86.6011579818031,34,"warm_P18_00m",1995,2.85263272521415,"Site14",81.533333,-51.283333
10,87.2767576509512,35,"warm_P18_00m",1996,2.87995955195578,"Site14",81.533333,-51.283333
50,89.8375516956162,36,"warm_P18_00m",1997,2.98353919886091,"Site14",81.533333,-51.283333
140,88.0800661703888,37,"warm_P18_00m",1998,2.91245197865935,"Site14",81.533333,-51.283333
160,85.472952853598,38,"warm_P18_00m",1999,2.80699879808928,"Site14",81.533333,-51.283333
80,83.7045492142266,39,"warm_P18_00m",2000,2.73546995923813,"Site14",81.533333,-51.283333
150,85.1430934656741,40,"warm_P18_00m",2001,2.79365656191817,"Site14",81.533333,-51.283333
110,85.1344913151365,41,"warm_P18_00m",2002,2.79330861995182,"Site14",81.533333,-51.283333
250,84.4645161290323,42,"warm_P18_00m",2003,2.76620929372665,"Site14",81.533333,-51.283333
370,83.8233250620348,43,"warm_P18_00m",2004,2.7402742348504,"Site14",81.533333,-51.283333
320,85.2820512820513,44,"warm_P18_00m",2005,2.79927716291302,"Site14",81.533333,-51.283333
220,85.0501240694789,45,"warm_P18_00m",2006,2.78989611220495,"Site14",81.533333,-51.283333
120,84.001323407775,46,"warm_P18_00m",2007,2.74747395707714,"Site14",81.533333,-51.283333
80,81.0812241521919,47,"warm_P18_00m",2008,2.62936104188533,"Site14",81.533333,-51.283333
250,80.2967741935484,48,"warm_P18_00m",2009,2.59763141103106,"Site14",81.533333,-51.283333
290,80.1442514474773,49,"warm_P18_00m",2010,2.59146213232005,"Site14",81.533333,-51.283333
50,80.9366418527709,50,"warm_P18_00m",2011,2.62351294037402,"Site14",81.533333,-51.283333
80,80.5545078577336,51,"warm_P18_00m",2012,2.60805628763818,"Site14",81.533333,-51.283333
70,81.2449958643507,52,"warm_P18_00m",2013,2.63598532162926,"Site14",81.533333,-51.283333
230,83.3025641025641,53,"warm_P18_00m",2014,2.71921036350303,"Site14",81.533333,-51.283333
150,84.0813895781637,54,"warm_P18_00m",2015,2.75071249384084,"Site14",81.533333,-51.283333
70,86.1453287197232,20,"warm_P19_00m",1983,2.83419522762873,"Site14",81.533333,-51.283333
50,81.5718569780853,21,"warm_P19_00m",1984,2.64920628284564,"Site14",81.533333,-51.283333
100,76.153171856978,22,"warm_P19_00m",1985,2.43002993295384,"Site14",81.533333,-51.283333
20,74.0996539792387,23,"warm_P19_00m",1986,2.34696872108765,"Site14",81.533333,-51.283333
90,78.3667820069204,24,"warm_P19_00m",1987,2.51956659764357,"Site14",81.533333,-51.283333
20,85.546751154118,25,"warm_P19_00m",1988,2.80998381046307,"Site14",81.533333,-51.283333
180,87.3737842765189,26,"warm_P19_00m",1989,2.88388410951153,"Site14",81.533333,-51.283333
250,85.3859387923903,27,"warm_P19_00m",1990,2.80347923127584,"Site14",81.533333,-51.283333
30,82.4367245657568,28,"warm_P19_00m",1991,2.68418866635178,"Site14",81.533333,-51.283333
140,82.7963606286187,29,"warm_P19_00m",1992,2.69873531702178,"Site14",81.533333,-51.283333
80,85.536476426799,30,"warm_P19_00m",1993,2.80956821568693,"Site14",81.533333,-51.283333
60,87.0474772539288,31,"warm_P19_00m",1994,2.87068556031428,"Site14",81.533333,-51.283333
60,86.6011579818031,32,"warm_P19_00m",1995,2.85263272521415,"Site14",81.533333,-51.283333
150,87.2767576509512,33,"warm_P19_00m",1996,2.87995955195578,"Site14",81.533333,-51.283333
70,89.8375516956162,34,"warm_P19_00m",1997,2.98353919886091,"Site14",81.533333,-51.283333
40,88.0800661703888,35,"warm_P19_00m",1998,2.91245197865935,"Site14",81.533333,-51.283333
60,85.472952853598,36,"warm_P19_00m",1999,2.80699879808928,"Site14",81.533333,-51.283333
80,83.7045492142266,37,"warm_P19_00m",2000,2.73546995923813,"Site14",81.533333,-51.283333
110,85.1430934656741,38,"warm_P19_00m",2001,2.79365656191817,"Site14",81.533333,-51.283333
200,85.1344913151365,39,"warm_P19_00m",2002,2.79330861995182,"Site14",81.533333,-51.283333
310,84.4645161290323,40,"warm_P19_00m",2003,2.76620929372665,"Site14",81.533333,-51.283333
320,83.8233250620348,41,"warm_P19_00m",2004,2.7402742348504,"Site14",81.533333,-51.283333
290,85.2820512820513,42,"warm_P19_00m",2005,2.79927716291302,"Site14",81.533333,-51.283333
390,85.0501240694789,43,"warm_P19_00m",2006,2.78989611220495,"Site14",81.533333,-51.283333
40,84.001323407775,44,"warm_P19_00m",2007,2.74747395707714,"Site14",81.533333,-51.283333
110,81.0812241521919,45,"warm_P19_00m",2008,2.62936104188533,"Site14",81.533333,-51.283333
470,80.2967741935484,46,"warm_P19_00m",2009,2.59763141103106,"Site14",81.533333,-51.283333
320,80.1442514474773,47,"warm_P19_00m",2010,2.59146213232005,"Site14",81.533333,-51.283333
560,80.9366418527709,48,"warm_P19_00m",2011,2.62351294037402,"Site14",81.533333,-51.283333
30,80.5545078577336,49,"warm_P19_00m",2012,2.60805628763818,"Site14",81.533333,-51.283333
260,81.2449958643507,50,"warm_P19_00m",2013,2.63598532162926,"Site14",81.533333,-51.283333
630,83.3025641025641,51,"warm_P19_00m",2014,2.71921036350303,"Site14",81.533333,-51.283333
500,84.0813895781637,52,"warm_P19_00m",2015,2.75071249384084,"Site14",81.533333,-51.283333
50,86.1453287197232,110,"warm_P20_00m",1983,2.83419522762873,"Site14",81.533333,-51.283333
40,81.5718569780853,111,"warm_P20_00m",1984,2.64920628284564,"Site14",81.533333,-51.283333
40,76.153171856978,112,"warm_P20_00m",1985,2.43002993295384,"Site14",81.533333,-51.283333
50,74.0996539792387,113,"warm_P20_00m",1986,2.34696872108765,"Site14",81.533333,-51.283333
70,78.3667820069204,114,"warm_P20_00m",1987,2.51956659764357,"Site14",81.533333,-51.283333
50,85.546751154118,115,"warm_P20_00m",1988,2.80998381046307,"Site14",81.533333,-51.283333
40,87.3737842765189,116,"warm_P20_00m",1989,2.88388410951153,"Site14",81.533333,-51.283333
70,85.3859387923903,117,"warm_P20_00m",1990,2.80347923127584,"Site14",81.533333,-51.283333
40,82.4367245657568,118,"warm_P20_00m",1991,2.68418866635178,"Site14",81.533333,-51.283333
30,82.7963606286187,119,"warm_P20_00m",1992,2.69873531702178,"Site14",81.533333,-51.283333
70,85.536476426799,120,"warm_P20_00m",1993,2.80956821568693,"Site14",81.533333,-51.283333
70,87.0474772539288,121,"warm_P20_00m",1994,2.87068556031428,"Site14",81.533333,-51.283333
40,86.6011579818031,122,"warm_P20_00m",1995,2.85263272521415,"Site14",81.533333,-51.283333
30,87.2767576509512,123,"warm_P20_00m",1996,2.87995955195578,"Site14",81.533333,-51.283333
120,89.8375516956162,124,"warm_P20_00m",1997,2.98353919886091,"Site14",81.533333,-51.283333
90,88.0800661703888,125,"warm_P20_00m",1998,2.91245197865935,"Site14",81.533333,-51.283333
70,85.472952853598,126,"warm_P20_00m",1999,2.80699879808928,"Site14",81.533333,-51.283333
60,83.7045492142266,127,"warm_P20_00m",2000,2.73546995923813,"Site14",81.533333,-51.283333
80,85.1430934656741,128,"warm_P20_00m",2001,2.79365656191817,"Site14",81.533333,-51.283333
50,85.1344913151365,129,"warm_P20_00m",2002,2.79330861995182,"Site14",81.533333,-51.283333
50,84.4645161290323,130,"warm_P20_00m",2003,2.76620929372665,"Site14",81.533333,-51.283333
120,83.8233250620348,131,"warm_P20_00m",2004,2.7402742348504,"Site14",81.533333,-51.283333
100,85.2820512820513,132,"warm_P20_00m",2005,2.79927716291302,"Site14",81.533333,-51.283333
90,85.0501240694789,133,"warm_P20_00m",2006,2.78989611220495,"Site14",81.533333,-51.283333
90,84.001323407775,134,"warm_P20_00m",2007,2.74747395707714,"Site14",81.533333,-51.283333
40,81.0812241521919,135,"warm_P20_00m",2008,2.62936104188533,"Site14",81.533333,-51.283333
50,80.2967741935484,136,"warm_P20_00m",2009,2.59763141103106,"Site14",81.533333,-51.283333
140,80.1442514474773,137,"warm_P20_00m",2010,2.59146213232005,"Site14",81.533333,-51.283333
90,80.9366418527709,138,"warm_P20_00m",2011,2.62351294037402,"Site14",81.533333,-51.283333
100,80.5545078577336,139,"warm_P20_00m",2012,2.60805628763818,"Site14",81.533333,-51.283333
70,81.2449958643507,140,"warm_P20_00m",2013,2.63598532162926,"Site14",81.533333,-51.283333
40,83.3025641025641,141,"warm_P20_00m",2014,2.71921036350303,"Site14",81.533333,-51.283333
80,84.0813895781637,142,"warm_P20_00m",2015,2.75071249384084,"Site14",81.533333,-51.283333
50,2.90899122807018,28,"disko_P01_00m",1983,-0.532569258965822,"Site2",69.264892,-53.468753
100,2.75723684210526,29,"disko_P01_00m",1984,-0.538707458852414,"Site2",69.264892,-53.468753
70,2.63201754385965,30,"disko_P01_00m",1985,-0.543772360781958,"Site2",69.264892,-53.468753
40,2.01513157894737,31,"disko_P01_00m",1986,-0.568724320725577,"Site2",69.264892,-53.468753
70,1.9359649122807,32,"disko_P01_00m",1987,-0.571926474134623,"Site2",69.264892,-53.468753
40,1.69561403508772,33,"disko_P01_00m",1988,-0.581648247365411,"Site2",69.264892,-53.468753
70,1.26885964912281,34,"disko_P01_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
70,1.26885964912281,34,"disko_P01_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
70,1.26885964912281,34,"disko_P01_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
70,1.26885964912281,34,"disko_P01_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
50,1.20986842105263,35,"disko_P01_00m",1990,-0.601295809141136,"Site2",69.264892,-53.468753
70,1.1780701754386,36,"disko_P01_00m",1991,-0.602581992643385,"Site2",69.264892,-53.468753
100,1.20679824561404,37,"disko_P01_00m",1992,-0.601419992375836,"Site2",69.264892,-53.468753
60,1.27368421052632,38,"disko_P01_00m",1993,-0.59871457190559,"Site2",69.264892,-53.468753
40,1.20964912280702,39,"disko_P01_00m",1994,-0.601304679372186,"Site2",69.264892,-53.468753
120,1.39320175438596,40,"disko_P01_00m",1995,-0.593880295983346,"Site2",69.264892,-53.468753
140,1.58640350877193,41,"disko_P01_00m",1996,-0.586065622428305,"Site2",69.264892,-53.468753
170,1.81732456140351,42,"disko_P01_00m",1997,-0.576725269132667,"Site2",69.264892,-53.468753
270,1.74342105263158,43,"disko_P01_00m",1998,-0.579714536996513,"Site2",69.264892,-53.468753
190,1.57609649122807,44,"disko_P01_00m",1999,-0.586482523287655,"Site2",69.264892,-53.468753
120,1.39912280701754,45,"disko_P01_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
120,1.39912280701754,45,"disko_P01_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
120,1.39912280701754,45,"disko_P01_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
120,1.39912280701754,45,"disko_P01_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
110,1.2969298245614,46,"disko_P01_00m",2001,-0.597774327414291,"Site2",69.264892,-53.468753
40,1.10701754385965,47,"disko_P01_00m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
40,1.10701754385965,47,"disko_P01_00m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
140,1.08947368421053,48,"disko_P01_00m",2003,-0.60616556598758,"Site2",69.264892,-53.468753
150,1.13815789473684,49,"disko_P01_00m",2004,-0.604196374694483,"Site2",69.264892,-53.468753
140,1.22609649122807,50,"disko_P01_00m",2005,-0.600639412043437,"Site2",69.264892,-53.468753
50,1.22872807017544,51,"disko_P01_00m",2006,-0.600532969270837,"Site2",69.264892,-53.468753
110,1.24100877192982,52,"disko_P01_00m",2007,-0.600036236332038,"Site2",69.264892,-53.468753
90,1.17960526315789,53,"disko_P01_00m",2008,-0.602519901026035,"Site2",69.264892,-53.468753
60,1.14868421052632,54,"disko_P01_00m",2009,-0.603770603604083,"Site2",69.264892,-53.468753
50,1.08157894736842,55,"disko_P01_00m",2010,-0.60648489430538,"Site2",69.264892,-53.468753
80,1.02828947368421,56,"disko_P01_00m",2011,-0.608640360450527,"Site2",69.264892,-53.468753
130,0.996491228070176,57,"disko_P01_00m",2012,-0.609926543952776,"Site2",69.264892,-53.468753
120,0.911184210526316,58,"disko_P01_00m",2013,-0.613377063831221,"Site2",69.264892,-53.468753
100,0.932675438596491,59,"disko_P01_00m",2014,-0.612507781188322,"Site2",69.264892,-53.468753
170,0.942763157894737,60,"disko_P01_00m",2015,-0.612099750560023,"Site2",69.264892,-53.468753
70,2.90899122807018,107,"disko_p03_1R2m",1983,-0.532569258965822,"Site2",69.264892,-53.468753
110,2.75723684210526,108,"disko_p03_1R2m",1984,-0.538707458852414,"Site2",69.264892,-53.468753
150,2.63201754385965,109,"disko_p03_1R2m",1985,-0.543772360781958,"Site2",69.264892,-53.468753
80,2.01513157894737,110,"disko_p03_1R2m",1986,-0.568724320725577,"Site2",69.264892,-53.468753
130,1.9359649122807,111,"disko_p03_1R2m",1987,-0.571926474134623,"Site2",69.264892,-53.468753
150,1.69561403508772,112,"disko_p03_1R2m",1988,-0.581648247365411,"Site2",69.264892,-53.468753
80,1.26885964912281,113,"disko_p03_1R2m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
80,1.26885964912281,113,"disko_p03_1R2m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
80,1.26885964912281,113,"disko_p03_1R2m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
80,1.26885964912281,113,"disko_p03_1R2m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
30,1.20986842105263,114,"disko_p03_1R2m",1990,-0.601295809141136,"Site2",69.264892,-53.468753
130,1.1780701754386,115,"disko_p03_1R2m",1991,-0.602581992643385,"Site2",69.264892,-53.468753
90,1.20679824561404,116,"disko_p03_1R2m",1992,-0.601419992375836,"Site2",69.264892,-53.468753
60,1.27368421052632,117,"disko_p03_1R2m",1993,-0.59871457190559,"Site2",69.264892,-53.468753
50,1.20964912280702,118,"disko_p03_1R2m",1994,-0.601304679372186,"Site2",69.264892,-53.468753
60,1.39320175438596,119,"disko_p03_1R2m",1995,-0.593880295983346,"Site2",69.264892,-53.468753
50,1.58640350877193,120,"disko_p03_1R2m",1996,-0.586065622428305,"Site2",69.264892,-53.468753
50,1.81732456140351,121,"disko_p03_1R2m",1997,-0.576725269132667,"Site2",69.264892,-53.468753
30,1.74342105263158,122,"disko_p03_1R2m",1998,-0.579714536996513,"Site2",69.264892,-53.468753
70,1.57609649122807,123,"disko_p03_1R2m",1999,-0.586482523287655,"Site2",69.264892,-53.468753
50,1.39912280701754,124,"disko_p03_1R2m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
50,1.39912280701754,124,"disko_p03_1R2m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
50,1.39912280701754,124,"disko_p03_1R2m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
50,1.39912280701754,124,"disko_p03_1R2m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
60,1.2969298245614,125,"disko_p03_1R2m",2001,-0.597774327414291,"Site2",69.264892,-53.468753
60,1.10701754385965,126,"disko_p03_1R2m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
60,1.10701754385965,126,"disko_p03_1R2m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
70,1.08947368421053,127,"disko_p03_1R2m",2003,-0.60616556598758,"Site2",69.264892,-53.468753
60,1.13815789473684,128,"disko_p03_1R2m",2004,-0.604196374694483,"Site2",69.264892,-53.468753
110,1.22609649122807,129,"disko_p03_1R2m",2005,-0.600639412043437,"Site2",69.264892,-53.468753
50,1.22872807017544,130,"disko_p03_1R2m",2006,-0.600532969270837,"Site2",69.264892,-53.468753
90,1.24100877192982,131,"disko_p03_1R2m",2007,-0.600036236332038,"Site2",69.264892,-53.468753
90,1.17960526315789,132,"disko_p03_1R2m",2008,-0.602519901026035,"Site2",69.264892,-53.468753
100,1.14868421052632,133,"disko_p03_1R2m",2009,-0.603770603604083,"Site2",69.264892,-53.468753
130,1.08157894736842,134,"disko_p03_1R2m",2010,-0.60648489430538,"Site2",69.264892,-53.468753
70,1.02828947368421,135,"disko_p03_1R2m",2011,-0.608640360450527,"Site2",69.264892,-53.468753
80,0.996491228070176,136,"disko_p03_1R2m",2012,-0.609926543952776,"Site2",69.264892,-53.468753
110,0.911184210526316,137,"disko_p03_1R2m",2013,-0.613377063831221,"Site2",69.264892,-53.468753
70,0.932675438596491,138,"disko_p03_1R2m",2014,-0.612507781188322,"Site2",69.264892,-53.468753
90,2.90899122807018,91,"disko_P04_1R1m",1983,-0.532569258965822,"Site2",69.264892,-53.468753
220,2.75723684210526,92,"disko_P04_1R1m",1984,-0.538707458852414,"Site2",69.264892,-53.468753
150,2.63201754385965,93,"disko_P04_1R1m",1985,-0.543772360781958,"Site2",69.264892,-53.468753
190,2.01513157894737,94,"disko_P04_1R1m",1986,-0.568724320725577,"Site2",69.264892,-53.468753
90,1.9359649122807,95,"disko_P04_1R1m",1987,-0.571926474134623,"Site2",69.264892,-53.468753
90,1.69561403508772,96,"disko_P04_1R1m",1988,-0.581648247365411,"Site2",69.264892,-53.468753
70,1.26885964912281,97,"disko_P04_1R1m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
70,1.26885964912281,97,"disko_P04_1R1m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
70,1.26885964912281,97,"disko_P04_1R1m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
70,1.26885964912281,97,"disko_P04_1R1m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
130,1.20986842105263,98,"disko_P04_1R1m",1990,-0.601295809141136,"Site2",69.264892,-53.468753
150,1.1780701754386,99,"disko_P04_1R1m",1991,-0.602581992643385,"Site2",69.264892,-53.468753
110,1.20679824561404,100,"disko_P04_1R1m",1992,-0.601419992375836,"Site2",69.264892,-53.468753
10,1.27368421052632,101,"disko_P04_1R1m",1993,-0.59871457190559,"Site2",69.264892,-53.468753
70,1.20964912280702,102,"disko_P04_1R1m",1994,-0.601304679372186,"Site2",69.264892,-53.468753
130,1.39320175438596,103,"disko_P04_1R1m",1995,-0.593880295983346,"Site2",69.264892,-53.468753
170,1.58640350877193,104,"disko_P04_1R1m",1996,-0.586065622428305,"Site2",69.264892,-53.468753
270,1.81732456140351,105,"disko_P04_1R1m",1997,-0.576725269132667,"Site2",69.264892,-53.468753
190,1.74342105263158,106,"disko_P04_1R1m",1998,-0.579714536996513,"Site2",69.264892,-53.468753
240,1.57609649122807,107,"disko_P04_1R1m",1999,-0.586482523287655,"Site2",69.264892,-53.468753
320,1.39912280701754,108,"disko_P04_1R1m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
320,1.39912280701754,108,"disko_P04_1R1m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
320,1.39912280701754,108,"disko_P04_1R1m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
320,1.39912280701754,108,"disko_P04_1R1m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
250,1.2969298245614,109,"disko_P04_1R1m",2001,-0.597774327414291,"Site2",69.264892,-53.468753
170,1.10701754385965,110,"disko_P04_1R1m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
170,1.10701754385965,110,"disko_P04_1R1m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
260,1.08947368421053,111,"disko_P04_1R1m",2003,-0.60616556598758,"Site2",69.264892,-53.468753
300,1.13815789473684,112,"disko_P04_1R1m",2004,-0.604196374694483,"Site2",69.264892,-53.468753
290,1.22609649122807,113,"disko_P04_1R1m",2005,-0.600639412043437,"Site2",69.264892,-53.468753
210,1.22872807017544,114,"disko_P04_1R1m",2006,-0.600532969270837,"Site2",69.264892,-53.468753
380,1.24100877192982,115,"disko_P04_1R1m",2007,-0.600036236332038,"Site2",69.264892,-53.468753
390,1.17960526315789,116,"disko_P04_1R1m",2008,-0.602519901026035,"Site2",69.264892,-53.468753
320,1.14868421052632,117,"disko_P04_1R1m",2009,-0.603770603604083,"Site2",69.264892,-53.468753
430,1.08157894736842,118,"disko_P04_1R1m",2010,-0.60648489430538,"Site2",69.264892,-53.468753
360,1.02828947368421,119,"disko_P04_1R1m",2011,-0.608640360450527,"Site2",69.264892,-53.468753
200,0.996491228070176,120,"disko_P04_1R1m",2012,-0.609926543952776,"Site2",69.264892,-53.468753
150,0.911184210526316,121,"disko_P04_1R1m",2013,-0.613377063831221,"Site2",69.264892,-53.468753
200,0.932675438596491,122,"disko_P04_1R1m",2014,-0.612507781188322,"Site2",69.264892,-53.468753
250,0.942763157894737,123,"disko_P04_1R1m",2015,-0.612099750560023,"Site2",69.264892,-53.468753
190,2.90899122807018,63,"disko_P05_00m",1983,-0.532569258965822,"Site2",69.264892,-53.468753
80,2.75723684210526,64,"disko_P05_00m",1984,-0.538707458852414,"Site2",69.264892,-53.468753
180,2.63201754385965,65,"disko_P05_00m",1985,-0.543772360781958,"Site2",69.264892,-53.468753
130,2.01513157894737,66,"disko_P05_00m",1986,-0.568724320725577,"Site2",69.264892,-53.468753
100,1.9359649122807,67,"disko_P05_00m",1987,-0.571926474134623,"Site2",69.264892,-53.468753
80,1.69561403508772,68,"disko_P05_00m",1988,-0.581648247365411,"Site2",69.264892,-53.468753
30,1.26885964912281,69,"disko_P05_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
30,1.26885964912281,69,"disko_P05_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
30,1.26885964912281,69,"disko_P05_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
30,1.26885964912281,69,"disko_P05_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
170,1.20986842105263,70,"disko_P05_00m",1990,-0.601295809141136,"Site2",69.264892,-53.468753
140,1.1780701754386,71,"disko_P05_00m",1991,-0.602581992643385,"Site2",69.264892,-53.468753
50,1.20679824561404,72,"disko_P05_00m",1992,-0.601419992375836,"Site2",69.264892,-53.468753
30,1.27368421052632,73,"disko_P05_00m",1993,-0.59871457190559,"Site2",69.264892,-53.468753
70,1.20964912280702,74,"disko_P05_00m",1994,-0.601304679372186,"Site2",69.264892,-53.468753
80,1.39320175438596,75,"disko_P05_00m",1995,-0.593880295983346,"Site2",69.264892,-53.468753
130,1.58640350877193,76,"disko_P05_00m",1996,-0.586065622428305,"Site2",69.264892,-53.468753
180,1.81732456140351,77,"disko_P05_00m",1997,-0.576725269132667,"Site2",69.264892,-53.468753
170,1.74342105263158,78,"disko_P05_00m",1998,-0.579714536996513,"Site2",69.264892,-53.468753
130,1.57609649122807,79,"disko_P05_00m",1999,-0.586482523287655,"Site2",69.264892,-53.468753
100,1.39912280701754,80,"disko_P05_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
100,1.39912280701754,80,"disko_P05_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
100,1.39912280701754,80,"disko_P05_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
100,1.39912280701754,80,"disko_P05_00m",2000,-0.593640799744996,"Site2",69.264892,-53.468753
140,1.2969298245614,81,"disko_P05_00m",2001,-0.597774327414291,"Site2",69.264892,-53.468753
70,1.10701754385965,82,"disko_P05_00m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
70,1.10701754385965,82,"disko_P05_00m",2002,-0.605455947503581,"Site2",69.264892,-53.468753
120,1.08947368421053,83,"disko_P05_00m",2003,-0.60616556598758,"Site2",69.264892,-53.468753
90,1.13815789473684,84,"disko_P05_00m",2004,-0.604196374694483,"Site2",69.264892,-53.468753
130,1.22609649122807,85,"disko_P05_00m",2005,-0.600639412043437,"Site2",69.264892,-53.468753
120,1.22872807017544,86,"disko_P05_00m",2006,-0.600532969270837,"Site2",69.264892,-53.468753
210,1.24100877192982,87,"disko_P05_00m",2007,-0.600036236332038,"Site2",69.264892,-53.468753
280,1.17960526315789,88,"disko_P05_00m",2008,-0.602519901026035,"Site2",69.264892,-53.468753
480,1.14868421052632,89,"disko_P05_00m",2009,-0.603770603604083,"Site2",69.264892,-53.468753
330,1.08157894736842,90,"disko_P05_00m",2010,-0.60648489430538,"Site2",69.264892,-53.468753
320,1.02828947368421,91,"disko_P05_00m",2011,-0.608640360450527,"Site2",69.264892,-53.468753
240,0.996491228070176,92,"disko_P05_00m",2012,-0.609926543952776,"Site2",69.264892,-53.468753
190,0.911184210526316,93,"disko_P05_00m",2013,-0.613377063831221,"Site2",69.264892,-53.468753
140,0.932675438596491,94,"disko_P05_00m",2014,-0.612507781188322,"Site2",69.264892,-53.468753
180,0.942763157894737,95,"disko_P05_00m",2015,-0.612099750560023,"Site2",69.264892,-53.468753
70,2.90899122807018,95,"disko_P06_00m",1983,-0.532569258965822,"Site2",69.264892,-53.468753
50,2.75723684210526,96,"disko_P06_00m",1984,-0.538707458852414,"Site2",69.264892,-53.468753
70,2.63201754385965,97,"disko_P06_00m",1985,-0.543772360781958,"Site2",69.264892,-53.468753
50,2.01513157894737,98,"disko_P06_00m",1986,-0.568724320725577,"Site2",69.264892,-53.468753
70,1.9359649122807,99,"disko_P06_00m",1987,-0.571926474134623,"Site2",69.264892,-53.468753
70,1.69561403508772,100,"disko_P06_00m",1988,-0.581648247365411,"Site2",69.264892,-53.468753
60,1.26885964912281,101,"disko_P06_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
60,1.26885964912281,101,"disko_P06_00m",1989,-0.598909716988689,"Site2",69.264892,-53.468753
